;text;sentiment
1684;is never around for the sl100 quiz   I want water park tickets waaaa;neutral
1685; Hey, did his wife die? I am really confused. I hadn`t been on his MySpace in a little while, but I just read his Twit.;negative
1686;i am kind of excited to go to school today. i dont know why. hopefully it will be a good day;positive
1687; Doing a Rainbow and Unicorn film then?  #48hours;neutral
1688;i keep reading contracts as cataracts... Someone should bring me panera;neutral
1689;Guess who has internet at her house? *raises hand* And it`s not dial up.;neutral
1690;My friend ..has cancelled on me for tomorrow, Now i have nothing to do...this makes me sad...  xxxxxx;negative
1691;UGH BUT I N33D T0G0 BAD..;negative
1692; Are y`all coming out today??? We could go to the graveyard!!  HOORAYY!!!!!;positive
1693;my hair won`t turn whiiite;neutral
1694; unfortunately I`m not drunk enough lol and have no money to get drunk  I have had alot though as u can imagine haha;negative
1695; Yeah prbly pickin up songs for SingStar. Haven`t checked the last few store updates. And dunno that Cranberries song.;neutral
1696;tonight was a very bad night;negative
1697; Bristol`s is the ish! I LOVE their brunch on Sundays. Ruth Chris is good too but I got sick there once.;neutral
1698;all mom`s in the world congratulations;positive
1699; but better hurry, so you wouldn`t be labeled as copycats;positive
1700;is SOOOOO hungry right now! Should`ve eaten before this wedding.;negative
1701; welcome to twitter my friend;positive
1702;at    Happy mother`s dayyy Deniseee <3;positive
1703;Ben & Jerry`s fail. Got email for free ice cream. Says click here to redeem coupon. When I click, I get error message  ;negative
1704;has anyone else seen this? the  DM notification email says 'reply on we web.' i am all for cool accents, but it`s weird online;negative
1705;YAYAYYAYAYAY Toy Story 3 is coming out. June 18, 2010 though;positive
1706; I`m straining to hear but it`s very hard from all the way over here.;negative
1707; awwwh u stuck in traffic  booo!;negative
1708; Fear not! You deserve alot, you care for animals. )) I`ll get some food, don`t worry!;positive
1709;living it up at empire hotel...free bottle service. it ROCKS having connections;positive
1710;Google Wave presentation: http://bit.ly/2ehfov  I`m not very impressed. It`s nice, but it`s not really for me;neutral
1711; same to you bud. Kudos on your hardcore gym training, it`s a great lifechanging experience, keep it up!!!;positive
1712;    - brief interruption- brb. goodnight if i don`t catch u again later. gotta ck something;positive
1713;I still miss him... And i dont think he`s coming back;negative
1714; dude, was that you in the new Star Trek Burger King commercial? Bud Light AND Burger King? So proud of u man.;positive
1715;MAD AS HELL! SOMEONE STOLE MY PINK & BLACK LEAPORD PRINT PUMPS I WANTED TO WEAR TODAY  BUT TO GOD BE THE GLORY, HE`LL BLESS ME ABUNDANTLY;negative
1716; you didnt include Taylor in the 'Follow Friday';neutral
1717;I got the new Silverstein CD. aha. Its AMAZING.  I highly recomend it.;positive
1718;chris came over for exactly one hour  i moped around after he left and ended up falling asleep.;neutral
1719;i`m a bum today;neutral
1720;went to the cd store to search for the cd. But;neutral
1721; A big welcome to Twitterlandz grrl! Really wish I could have made it to the Bettie show,  glad to hear it was a success;positive
1722;<----------- is listening the **** out of Lamb of God;neutral
1723;Spilled chocolate milk in my car;negative
1724; my hubby.  promised job promotion so we didn`t move, signed a new lease n they withdrew the promotion...;neutral
1725; plus I just deposited tax return cheque but for first time in 7+ years it didn`t clear immediately;negative
1726;LOVE getting gifts in the mail from my very wonderful friends back home!! How I miss Myrtle Beach so much... A little homesick today;neutral
1727;tomorrow is going to be sooo awkward & embarassing. lights & sounds last night was awesome;neutral
1728;Still feeling weird about my ex and her engagement.  My mom made things worse.  I don`t even want her, but it`s still odd;negative
1729;a band from Hawaii with a Sublime sound, so all you sublime haters can just move along  ? http://blip.fm/~5yy4n;neutral
1730;Hockey was so fukinï¿½ good  **** you hole! xD;neutral
1731; Shop smart.  Shop S Mart.;positive
1732; yes, that`s what I meant... I don`t have anything to turn it into Hirigana, though.;neutral
1733; That is INCREDIBLY sweet!!!! What a good Hubby...;positive
1734; caught tweets on it and got home in time for the last 5 mins of the ITV2 show!! #bgt Out tonight too so will miss it again;negative
1735;off to lunch with all the people from aikido;neutral
1736; Too bad I can`t come!  Enjoy urself tho.;neutral
1737;Watching ET today!  <3 Supposed to have a clip from New Moon  Hating Drag Me To Hell;neutral
1738;Oh my god. I literally drove in rain that was so hard that i couldn`t see in front of me. I`m shaking;negative
1739; me to mi sausage;neutral
1740;got a sniffle, got the kids and hubby just left to work in Sydney for the weekend, boo hoo;neutral
1741; house probably resembling your kind of heaven no?  maybe Ciaran`s angels have moved in with you, hence inability to locate!;neutral
1742; Good to hear... several of my peeps are working tonight...;positive
1743; I hope so too.  How are you?;positive
1744;Actually, I think I`ll be more upset if I lost my data for Cake Mania 3. I was pretty far into the game;neutral
1745;Boo....Up DLP is sold out for 8:30;neutral
1746;Just saw Star Trek! It was AMAZING! Seriously, so good. The entire cast was excellent, Spock and Kirk especially.  I want to see it again.;positive
1747; aww  but we miss you here in the USA.;negative
1748;Its seriously quiet and lonely here without Bunny;negative
1749;ROTC brought a climbing wall to work for coworkers to try and climb if they wanted.  I forgot my climbing shoes at home today.;neutral
1750;OK. break over. Back to the books. Have fun lovelies!  ? http://blip.fm/~5z8da;positive
1751;Downing a glass of ginger ale and then relishing an early evening in bed with 'Because I Said So' on Lifetime.;neutral
1752;Watching fireworks off the Bay bridge.;neutral
1753;_x Yepp.  Do you Like Dylan or Cole Better?;neutral
1754;still freakin out about missing the game!!!  #jonasnewsongs;negative
1755; yeah, its still totally in the high 60s here. soooo notlooking forward to aug and sept up here;neutral
1756;Dang  I left my Rolando`s dinner leftovers at home! I knew I should have put them in the shop fridge last night before we left downtown!;neutral
1757; no worries;positive
1758;So sad I`m going to miss seeing Pennywise again this year;negative
1759; haha. Thanks Shannon.  3 out of 5 boats got first.;positive
1760; if you`re watching this...I love you.' I almost died. But now...SHE MEANS NOTHING!;neutral
1761;woke up an hour early just to study for        a test;neutral
1762; They open at 9 a.m.   And I hope to be there shortly after that.   No guarantees for me though!;neutral
1763;Is at work....  boo!  The Pin-Ups will be playing at Uncommon Ground Wednesday night at 9 p.m.! (1401 W. Devon Ave., Chicago 60660;neutral
1764;has just got out the shower;neutral
1765;he`s back! meeting him in 40 mins;neutral
1766; Even IE8 would be better;positive
1767; It is, Pinkwind is a thing from Vanessa`s dad. And My sister made me that SN in the 4th grade;neutral
1768;I cant change my profile picture on Facebook;neutral
1769; she lookd soo freaked out!!poor wee thing;negative
1770;omgoodness FINALLY back from dinner with the fam bam!;positive
1771;was just about to try and  dl the sims 3 but realize my pc don`t meet the standard requirements  i need new pc lol!!!;neutral
1772;is happy  and clean, squeaky clean;positive
1773;Don`t Chase Me - Shea Fisher download it;neutral
1774;Hmm...Whilst, walking through the city I received an inviataion into an SUV Limo via some prom fellows... Don`t they have dates? Oh boys!;neutral
1775;sickkk, it`s been two days since summer started and it suck already!;negative
1776;At an 80``S retro prom wishing HE was here to dance with!  I`m gonna miss his great dancing 2nite  but still having a blast & a few drinks;neutral
1777;why i chose iphone   http://tr.im/kpaE;neutral
1778;i got in a fight with ryan. now hes like crying and im just dead inside. sigggh;negative
1779;Adams morgannnn for jumbo slice;neutral
1780;_Bloody_Poet What`s the matter?;neutral
1781; has a name label on his picture too.. i just hadnt added it in when i took this: http://www.twitpic.com/4hap4 picture..;neutral
1782;  still need to see that movie ! I am all about vampires;neutral
1783;Have a happy Friday and weekend everyone .. TGIF for me is nothing;positive
1784; Yeah, I`ve seen that before, funny   *Hey honey, Jill just sent me a **** in a box*;neutral
1785; - JT on SNL tonight.;neutral
1786;"Studio Ghibli for this year; Ponyo! http://bit.ly/whar8 as always it seems to be perfect  we`ll be waiting till august for it";positive
1787;is going to sleep. Tomorrow Exam Review;neutral
1788;Brian (cat) still hasn`t shown up...I feel sad and sick, I`m afraid he`s been eaten by something.    It doesn`t look  good;negative
1789;Missing Nate more than usual tonight;negative
1790;anyone got an FFE account? if so.. add me;neutral
1791; I`ll be one of your 'groovy guys' any time, shortie short  #photofollows;neutral
1792;Birthday tomorrow. Doing jack **** all weekend;negative
1793;How Come I Can Never Sleep Past?? Not Good;negative
1794;Just snuck out my window.. Now im laying on my roof looking at the stars. Its a nice night out tonight.;positive
1795;I just downloaded a ton of stunning, BEAUTIFUL wallpapers from www.interfacelift.com - go have a look.;positive
1796;this one goes out to Jimmy Fallon and Justin Timberlake...doin` their Gibb Bros show on SNL  ? http://blip.fm/~5z1vd;neutral
1797;to be really really... not bored but bad, i won`t know the news  but thats ok. BRB x;neutral
1798;cannot relaxing because she have to practice for her graduation;neutral
1799;'Patchouli oil & incense had a surge in popularity in the 1960s & 1970s, mostly among devotees of the free love & hippie lifestyles.';positive
1800;hi  godd day eweryone im in a reel good mood to day;positive
1801;Whoo, BGT!! I really must multi-task and do my Art work at the same time though, back at College on Monday!!;neutral
1802;_ According to Mick Jagger, Hindu Ragas are more sfs sort of music;neutral
1803; It takes a big man to type a sad tweet like that!;negative
1804; better than throwing them out;neutral
1805; I was going to but I`m stuck with it as I seem to have misplaced my remote  It`s extra bad tonight as well :|;negative
1806; Big Thanks Melody!  Gotta love that sunshine-lots of vit D;positive
1807;i got baby g wach its zi same as the 1 lady gaga wears in eh eh film clip but in pink!! I LOVE YOU KAY thanks a heap  i win olivia;positive
1808;Hey! Let`s Follow each other! Wouldn`t that just be awesome!?;positive
1809; loving the shoes perez, looking fine as always  oh,and lady gaga, what can I say. Outstanding!;positive
1810;this evening,picking up n`pop and go for dinner at Ta Lum Tum Tum (som-tum),Major Avenue..decided to go home(not clubing tonite)..;neutral
1811;Paper writing til my heart`s content;neutral
1812; awww such a sweetie. hope your mom has a wonderful mother`s day too;positive
1813; yeah dude. Mike is out;neutral
1814; It`s a great movie - My best is the Welsh flatmate;positive
1815; I got a headache because of all the hard work today, still not ready, with a #Heineken trying to finished up;negative
1816;Rachel is going to have lunch at baixa. And has a lot of stuffs to do.... Wanna come ?;neutral
1817;Just got to the gym but w/no energy;neutral
1818; Im sad i cant go. it makes me sad;negative
1819; same. Was going to try warm milk but I`m lactose intolerant  haha.;neutral
1820;Is my picture showing?;neutral
1821;about to take my mum out for jewellery shopping and a coffee for mothers day;neutral
1822;so who is in for bring at HK lounge tomorrow ? $12 all you can drink till 5pm... then kareoke. I think it will be a nice Sunday!;positive
1823; oh ****! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks;negative
1824;I wanna feel my chin;neutral
1825; i do but is just a haul vid/photo slideshow only. I only do it for fun  http://www.youtube.com/eyezaddiction;positive
1826;feeling so great!;positive
1827;AHHHHHHHH!I can`t get miley to notice me......;negative
1828;Coffee brewing, on this #musicmonday morning i`m #listening to the fray... Here`s to a good week;positive
1829;I Wanna be @ JET in the Mirage...     Couldn`t get to Hawaii either   *****Someday***** Much Love To THE_WOCKEEZ and SuperCr3w;positive
1830;Just finished yet another amazing book by Susan Elizabeth Philips!!!  God I love her books so much!!! Which one to read next??? hmmm...;positive
1831;_O_C I`m seriously screwed  I haven`t studied at all!!!! :`(;negative
1832;well being a retired drummer I can do my own drum roll so all you need to do is read my posts since they take a ton of time  lol;neutral
1833;being new to Twitter?!?!?;neutral
1834;tired as heck, i wanna go home and sleep but i cant cause im have to be at the wash till my daddy gets off work.;negative
1835;is surfin`..;neutral
1836; Did you see Star Trek? Now I can`t sleep.........too much action. Can`t wind down!!!;neutral
1837;i got a freakin macbook!!!!! hoorayyy! but i freakin deleted phootbooth.;neutral
1838;Ok. Over exagerrated. Twitter is not to bad.... I guess.;neutral
1839; HAPPY MOTHERS DAY!  Tell ur mom that`s she an awesome madre & such a great example to the Archuleta familia!!;positive
1840; Good morning to you, however it`s night time for me, so I am off to bed *hugs* Have a great day;positive
1841;But I do know is that I am extremely happy with him and wouldn`t change him for the world and don`t want anybody else.;positive
1842;Getting the FAB portraits ready to upload today;positive
1843; You have DSL? Welcome to 2009!;positive
1844;Missing my mom today. We made it a 'date' every year to get our flowers together. This yr I was alone. Felt so weird;negative
1845;its too hot in my room. i wanna go swimming.;negative
1846; We`ve got a pool still boxed up because I need to level a suitable patch of ground before we can set it up.;neutral
1847; http://twitpic.com/4so0u - OOO i wish i was her  he`s hot;positive
1848; I have a new found respect for you now that I know you know the Konami code!;neutral
1849; At work at the mo and it`s so sunny here today   Off to see a band tonight!!;neutral
1850; Ace @ the exams!;neutral
1851;"It`s sooo hot 2day!! Put a ton of sunblock on before jogging; still think my face burnt though!";negative
1852; my name is Jason, but sunshine works too.;neutral
1853; took my forum access away   fail.;negative
1854;lied last weekend when she said she wouldn`t get upset, just an FYI.;neutral
1855; hahaha! Guess you will have to reinforce your skates, haha... Remember who u r my friend, our semi-God with a gluten intolence;positive
1856; yeah i want to know what that is too!;neutral
1857;the day goes on and on...i think im gonna write a song about it! still thinking itï¿½s impossible for me to get a true friend  why????;negative
1858;OMG i meant  <3 you`re the perfect Wolverine,sir  hehe;positive
1859;hanging out with my babyy;neutral
1860; Not yet.... too early in the AM;neutral
1861;_tron oh god, whose tire?;neutral
1862;i am the only arabic girl who`s online  every one is  a sleep ..;neutral
1863;I ate Something I don`t know what it is... Why do I keep Telling things about food;neutral
1864;Good morning... Iï¿½m soooo tierd;neutral
1865;_n Where can I get some?;neutral
1866;  just wanna be there tonight;neutral
1867;It`s only 10:30 and I am going to BED! Brain can`t focus at all.. Need a fresh new start. I pray that God grants me a fresh tomorrow.;neutral
1868; very well, nothing flash - but different to chocolate 4 a change. good 2 meet U yesterday  gr8 atmosphere & discussion;positive
1869;I took my antibiotics and I still feel like ****;negative
1870;How can you guys lived in a city (paris)where u spend you entire life in the trafficjam...grrrr ...m` not used to it anymore;neutral
1871;...Nomore adventure time;negative
1872;happy bank holiday Monday, Tweeteramas! I`ll be spending the day doing yoga and having OCD attacks. You?;positive
1873;Laura`s gone for the weekend, I miss her already!;negative
1874;had nutella croissant+mango+melon+coffee and a lovely stalk of iris for breakfast in bed courtesy of N  Have the house to myself til noon;positive
1875;Whuuurrrrr - glands really swollen now. Guess the weekend`s a blow out.;negative
1876;All my spare time seems `twill be spent doing homework this weekend.;neutral
1877;LAZZZZZZZZZZZZZZZY MONDAY !! Bank Holiday  Nicole why haven`t u direct msged me yet ?!!!;negative
1878;Yummy yum-cha for mother`s day with mum, dad, arcel and egg-pants  yuuuuuum  http://twitpic.com/4w65x;positive
1879;5 things this Twitterer could do without  http://MikeFrizzi.com/blog/?p=192 SRC  / I like this guy.;positive
1880;I wanna be at BEA as well!!!!   #BEA09;neutral
1881; lol -catch me if u can;neutral
1882;stupid wireless!!;negative
1883; HAHAAH! Crys, you blowing the fuses is a typical move;negative
1884;spirit week! Tuesday have to be in make up by eight so I can die later. School wednesday and thursday then, finally sleep in on Friday!!;negative
1885;http://twitpic.com/66nbd - Ready for our 3D Jonas Brothers Experience. Real Brothers, not included;neutral
1886;has a saw thumb from playing Virtua Tennis...;neutral
1887; We`re off.  I`m sorry. Parents coming in around 10-11, gonna eat with them, then house-hunt in Richardson. RAAAAIN CHEEECK;negative
1888;Just saw a dooope bmw 6 series parked with the top back....to bad it was raining;negative
1889;Laundry time and LOTS of it!;neutral
1890; ha ha, no, will be thankful i am not dragging them up a mountain today;positive
1891;Had a great time with mpix shootout, just great  thanks mpix...;positive
1892;Weather is lovely, I`m headed home via supermarket. Planning to spend some quality time knitting tonight.;positive
1893;sad ending to the softball season.;negative
1894;Women in Science & Technology conference in La Jolla - what an interesting day!  Met some really great people!;positive
1895;_ Well their not gonna fit her in with this big long advertisement;neutral
1896;Musem equaled FAIL!!!!! hall of **** life was closed cause of construction;negative
1897;Just joined a twibe. Visit http://twibes.com/spinning to join -- not a spinner myself but do KNOW and RESPECT spinners   ...need coffee;positive
1898;http://twitpic.com/66ymw I`m gonna miss these guys so much  Thanks for making the 5 years at senior school amazing!;positive
1899;@_Freya Good Night;positive
1900;If this rain doesnt go away, I`m staying in bed all week til Mommy gets here;neutral
1901;. very much enjoyed your 'whats in a name' article;positive
1902; yeahh;neutral
1903;4 hours till Mothers Day Party  Yeah!;positive
1904; arrr bummer  who do you want to win?;neutral
1905;eating my roommate`s cereal. sorry bro;negative
1906; Good news about the tooth!;positive
1907; Yeah, I`m behind on my classic cinema calendar-making. I haven`t had time to go see any anyway.;negative
1908;"Aww the little girl on Britain`s Got Talent!  I actually love Ant n Dec!  Oh an` Simon Cowell. ;)";positive
1909;is done with classes for her freshman year.;neutral
1910; it was amazing but due to time constraints could only visit the meadows and pine forest. Shall post images later.;positive
1911;  http://twitter.com/friends?page=20 press previous on that page.;neutral
1912; What`s wrong with Dr.Phil? I shamefully loved his show when I was able to watch it.;neutral
1913;LOVE ME LOVE ME SAY THAT YOU LOVE ME...;positive
1914;Why didn`t my favorite spotters last tweet go to my phone;neutral
1915;    eeek!! Your coming!!!! Im soo excited to see you on Thursday!!;positive
1916;__ Thanks. It`s SO annoying!;neutral
1917;I am tired of my phone. Walkman works like a charm, but l need better video and wap really. Thanks for yesterday and for buying my album;neutral
1918;I have the biggest crush on Pink but she doesn`t know I`m alive;neutral
1919;Happy Mother`s Day everyone;positive
1920;Emergency Radio for iPhone is awesome, listening to Johnson County Sheriffs live scanner stream;positive
1921; thanks so much for the belated #followfriday shout out #payingitforward;positive
1922;Mommas day is may 10th! Don`t forget to do something nice for your mommyyy;positive
1923; **** brah, u not happy?;negative
1924; hah i`ma knock on wood but my PC has never crashed yet..nor my laptop  but then i`m careful with stuff so maybe that`s y;positive
1925;is in history;neutral
1926; happy birthdayyy! hope you have an awesome day. didn`t see you at next last night!;positive
1927; an oprah guest if ever i saw one  http://tinyurl.com/d39x4n;neutral
1928; haha i shaved all my facial hair off except for my moustache cause i thought it would be cool! But it made me look gross;neutral
1929;new Delerium`s music video (http://tr.im/kpu3). mixed by Tiesto. i guess Bill Leeb finally forgot his music`s roots;neutral
1930; We are at alexander. Just had a 3 course dinner and i am wearing someone elses red wine;neutral
1931;Nice days like this make me miss Alki;neutral
1932;_Fizz he`s really not into new people  I dunno em but he said he`d try;neutral
1933;At the  concert! I hope  makes a guest appearance;neutral
1934; Aren`t we though? lol He`s at work now and I miss him  blah Wut cha up to?;negative
1935; I keep trying to invite  out, but I think she`s afraid of me.;negative
1936; thanks for the #followfriday as you can see us South Africans were on holiday on fri;positive
1937;ahhh!!!! u know what really sucks??? i sprained my toe!! OUCH!!;negative
1938;july!!!!;neutral
1939; Which denomination? I`m at the library and everything`s blocked.;negative
1940;Emoticons by Christian. '  ' http://twitpic.com/66riq;neutral
1941; Good luck at the services tomorrow!! I wish I could see you guys on your vacation!;positive
1942; Hey, sorry I got off last night!;negative
1943; Yo Thomas! thanks for the follow  Social Media Director at Disney? That`s awesome! I`d like to learn more! Lets do lunch;positive
1944;Gosh I miss singer`s theater.  I miss learning music, doing acting exercises, n I ESPECIALLY miss being onstage.;negative
1945;Good episode of Top Gear tonight.;positive
1946;awhile ago it freaking hot! now it`s wet  turn off!;negative
1947; It`s not sad. To tweet is to twitter, not someone misspronouncing a word kto make it fit a card.  I would have tweeted it.;neutral
1948; ta babe, you know me i do love your curried;positive
1949; Nooooo!!!!! Dont You Dare! Lol =( Im Gonna Cry  I <3 Your Hair!;neutral
1950;Not found: the thing I was looking for;neutral
1951; so sad i have to pay $60;negative
1952; i made a vid for you proving my skiLLs that you denied but my step dad said he`d disown me if i posted it ~   sowey;negative
1953; aww you are so helpful  we getting sweepy here, sis says we can have whipped cream before bed , i save u some;positive
1954;Perth - Ford - Falcon - 1997 - $3,500  - new ad received and will be posted on the HCC site soon;neutral
1955;doneeee wheeee hahaaaaaaaa so tired and sleepy  peter u suck not coming to my bday!;negative
1956;Monday morning bathing - soooo relaxing! If I was a lady of luxury I would start every day like this;positive
1957;my msn crashes way too much  hmph;negative
1958;Im so angry right now .. today im not doind nothing and all my classmates yes  ,i think i will stay with my friend Mr.Computer .. hope not;negative
1959;At social.  just saw G-1.. Awwww;positive
1960;hey thanks for the follow  ..;positive
1961;Enjoyed Star Trek... More please;positive
1962;639 baby! GOD ITS SAD REALLY  oh well lifes a partaaay! xxxxxxxxxx;neutral
1963;I can`t sleep, this is so darn frustrating.;negative
1964; I don`t want to be a complete hypocrite - I attended an R-rated event while I was there - the timing was just ironic.;negative
1965;Hey don`t write yourself off yet. Little girl you`re in the middle of the ride;neutral
1966; http://twitpic.com/4wptj one of my prized mags/book/annuals dunno if any others were published prolly should google it;neutral
1967;I have been awarded my first ever credit card;positive
1968; tts ridiculously sweet of you;positive
1969; so sorry to hear that;negative
1970; hey that is pretty good sucking up - my daughter is exactly the same - glad to see I am not alone   Good luck mom;positive
1971; Lester?  Guessed her?  Yester-day?  You can think of something.  No cop outs now.;neutral
1972;Starting the accounts for this year.;neutral
1973;says Happy Mother`s Day to all the Moms out there.;positive
1974; Yay me!  But, what in particular?;neutral
1975; I have to work  but I`ll just watch it later.. even though it`s not the same.;neutral
1976; Oh, final msg - Why didn`t you review my boardgame Bookchaseï¿½ when you were on telly? We didn`t even get a nice letter..;negative
1977;staying afterschool today  not that i have any 'friends' on here - but if i did , i`d tell `em to text me ! lol [ likin` us <3 ];positive
1978;WIDE awake, scoffed 3/4`s of a pizza and feel like a sumo  such a weak day! Run tomorrow;neutral
1979; then ill post it;neutral
1980; it is my honor;positive
1981;Man i am being boring today not tweeting  How are you guys?;negative
1982; yes its the twins  so i wontt be watching;neutral
1983;Cut my thumb with the saw in small metals   again...;negative
1984;is loving Mortal Combat right now!;positive
1985;Had Sbarro for dinner and Krispy Kreme for dessert. Mmmmm! But so not very healthy.;negative
1986;Now I`m depressed again..ugh!!! HELP!!!;negative
1987;My spellingis awful on twiiter;negative
1988;snowbear has finally come out...congrats che and warren;positive
1989;Oh no she stopped!;neutral
1990;Start of diet today  I think I have to face I will never get back down to 77kilos (unless I cut a leg off)ï¿½;negative
1991;mmm, pizza for dinner. yum. but i burnt my mouth though ..;positive
1992;screw the fact you can`t post LONG updates on twitter;negative
1993;**** awake at 2 am !  i hate sickness;negative
1994; beat? don`t understand;neutral
1995;Inspired to blog about something inspirational. Haha.;positive
1996;Happy Mother`s Day to everyone`s mothers, mothers-to-be, grandmothers, great grandmothers...All the WOMEN! I salute you all;positive
1997;Hail/Thunder storm here. The Power keeps on going on then off. It sucks.;negative
1998;At tweetup loc, but don`t recognize anyone  am outside in turquoise shirt. Please see me! #g4c09;neutral
1999; awwww yur a awesome mother keep up the good work;positive
2000;Pissed that my bluetooth headset`s battery out lasted my cell`s battery... Gg moto q.;negative
2001;  Please don`t get me watching BB too;neutral
2002;ayy fml. nothing is perfect;negative
2003;The day started so wonderful, but now our kids our crying because our kitty is missing  We just got back from posting signs around.;neutral
2004; I love Dawn Chorus noisier the better miss Church Bells too...crazy I know...Was going for a cycle with a friend..not now;neutral
2005;not sure where the real state market is moving  confused either hold or go ahead with the plans?;neutral
2006; i know how annoying that can be!  but theres a german saying`pleasant anticipation is the greatest pleasure`(own translation);neutral
2007; if I have 5000 friend requests tomorrow, I`m blaming you  nite;negative
2008;Namaste! Hooray for Monday! Undaunted by a 3am wakeup, I consider it is 9am in London and feel justified. Bright side to everything!;positive
2009;Listening to Busted - 3AM. I miss them;negative
2010; Great idea;positive
2011;i want to sleep XD !!!! but i have a song in my head that make me crazy and dont know if i write the song or not hahhaha;positive
2012;would some one plese suggest me a great thriller movie;positive
2013; My Denny`s shut down in the winter.  I have to do 50 miles to get to one now.;neutral
2014; Yes I think so unless it changed.  I sent u a happy mothers day text but u never responded back;negative
2015;One of my kits has just brought in a mouse & is eating it in the lobby. I`m sure I feed them enough!;neutral
2016;_Fenton i didnt even finish cleaning my room cuz i went to a party ahhhh  ITS STILL MESSY;negative
2017; I DIDDDD. I MET THEM AGAIN;neutral
2018; it is so unfair that all the good rock shows happen only in B`lore and Pune;positive
2019; knackered! been awake since 5 as couldn`t sleep! just started work now. coffee and toast sounds awesome  chris has been busy!;positive
2020;I don`t care about netsexor cams or the route to heaven, however, #lobster sounds super good.  I`m almost tempted to go get some.;positive
2021;Nevermind! Beyonce doesn`t have a Twitter  Haha;positive
2022;_Claire LOL  I will buy u some big star wars pants 4 Xmas !!!;neutral
2023; Don`t ever turn off the part of your brain that talks ****! That`s where fun comes from;positive
2024; no he sabido nada de ti, this is making me a bit sad I must say!;negative
2025;I missed the math trade;negative
2026;Down in Wellington for the Monet Exhibition. Casually just bumped into Wayne Brady in our hotel lobby!!  Mega exciting!!!;positive
2027;In bed with 2 girls;neutral
2028; Me too;neutral
2029;_queen like it;positive
2030; I think YOUR blog should`ve been on the list;neutral
2031;I am going to die tomorrow night.   should be here.;negative
2032;_08 hell yeah! i missed u last nite  lol do u like my opinion?;neutral
2033; Nooooo!  Working this weekend;negative
2034; Pair it up with Fringe on Tuesday? That smells like a win imo as well.;neutral
2035;Last scheduled corn dog oc shift;neutral
2036;Finally finished exams & home not watch Otalia & the PBP on BPD - no Otalia today  hmm! via http://twib.es/COP;neutral
2037;getting ready for the day, out then work till close;neutral
2038;Justin Timberlake and Andy Samberg do it again.. Mother Lover skit on SNL was great;positive
2039;i want you to text me first everyday, not me;neutral
2040; yeahh  those two times we`ve stood next to each other were special times...;neutral
2041;thought id tanned after an hour in the sun, i was wrong....i`ve just burnt;negative
2042; that songs on tays vid  katy perry.;neutral
2043; I work for Disney...not all it`s cracked up ta be.;negative
2044;WTF rehearsal  off  got to space and room was booked and the  brothers have stuff right after so we cant transfer to another room studio;negative
2045; broken  I can`t c it;negative
2046;  http://bit.ly/SjNAx If he is saying something I don`t fully understand, please let me know.;neutral
2047;not sure why I can`t get tweetdeck to work on my computer. want to know what all of the hype is about;neutral
2048; mega burguer was my lunch yesterday;neutral
2049;Whoooooo I`m gettin` extra hours today    afterwards I`m gonna see if I can get some marigolds for my mum ^^;neutral
2050;bored. cold. tired. lethargic feeling. Man! great holiday monday!;neutral
2051; you might also want to include 'never wear a moonwolf' to that;neutral
2052; when i go to the ticketmaster site it says 'no lisa williams events to be found';neutral
2053;hey guys y did the sun make my day gloomy?;negative
2054;texting my friends and being bored...   gosh i hate rain!!;negative
2055;My replacement iron ring arrived.  It`s shiny.  And a bit more jagged than the original;neutral
2056;Shopping!;neutral
2057; yup its working. they couldn`t recover anything on it though;negative
2058;rearry rip. Youd never guess what i ate..;negative
2059;  Well I was following you because I think your interesting ... and I was right;positive
2060;I`d love too see you were it ;positive
2061;_andersen thank you Eric!  glad u appreciate that!;positive
2062;18 hours to work....*cry* i can`t survive!  // Weeelcome to my wonderland *sing along*;negative
2063;anyone have tickets to the mtv movie awards? some guy scammed me;negative
2064;Beyonce helps me through the day, I`m starting to get sick;neutral
2065;fine, ill get myself some miso soup down the street;neutral
2066;nothing to do this evening.. MISSING LIFESTORY;negative
2067;awesome i just ruined all my white clothes i never remember to separate;neutral
2068;It`s weird waking up in my own bed. Slightly comforting, but i miss the group. But i`m loving using my own pillow again!;neutral
2069; if I skipped, that could get messy   ROFL;neutral
2070;being a computer geek is entertaining.... i think.;positive
2071;  I miss you;negative
2072; that`s a good sentence;positive
2073; D: But it is making people unhappy and I dun like unhappiness;negative
2074;Oh god! I had to look at 'How to use Twitter'.. how hopeless is that?!;negative
2075;studying for this **** econ test;negative
2076; no problem! i think it`s a great thing to reflect on.;positive
2077; yeah...I hope it turns out... 20 more minutes!;neutral
2078; I will have to see the unveiling of your new LR arrangement!  Is there an official event planned;neutral
2079;iamkiara__  im so sick  I fell over last night outside coz I was putting something in the bin;negative
2080; I hear you. I can`t think of a layout either.  lol I`ve been trying for i dont know how long.;neutral
2081;Yay got the Internet on my itouch working;neutral
2082; Nice! Elise rolled out  Thas wassup! Have fun, ladies!;positive
2083; have a safe ride up the coast. Don`t be going 90 even though you can.  when its windy just smile cuz u know u have it better.;positive
2084;Sleep....take two....this better work!;positive
2085;have to wear my glasses today, cos my right eye is swollen and i don`t know why;negative
2086;I lafff the rain;neutral
2087;I love my boy  he makes me so happy... and looks his sexiest in plain black boxers =p;positive
2088; grrrrrrrrrrrrrr ive barely read any of it;neutral
